County,County,State,T_TTL_EST1,T_TTL_MOE1,T_5_17y_TTL_EST2,T_5_17y_TTL_MOE2,T_5_17y_SpOEng_TTL_EST3,T_5_17y_SpOEng_TTL_MOE3,T_5_17y_SpSpan_TTL_EST4,T_5_17y_SpSpan_TTL_MOE4,T_5_17y_SpSpan_SpEngVW_TTL_EST5,T_5_17y_SpSpan_SpEngVW_TTL_MOE5,T_5_17y_SpSpan_SpEngW_TTL_EST6,T_5_17y_SpSpan_SpEngW_TTL_MOE6,T_5_17y_SpSpan_SpEngNoW_TTL_EST7,T_5_17y_SpSpan_SpEngNoW_TTL_MOE7,T_5_17y_SpSpan_SpEngNoA_TTL_EST8,T_5_17y_SpSpan_SpEngNoA_TTL_MOE8,T_5_17y_SpOIEL_TTL_EST9,T_5_17y_SpOIEL_TTL_MOE9,T_5_17y_SpOIEL_SpEngVW_TTL_EST10,T_5_17y_SpOIEL_SpEngVW_TTL_MOE10,T_5_17y_SpOIEL_SpEngW_TTL_EST11,T_5_17y_SpOIEL_SpEngW_TTL_MOE11,T_5_17y_SpOIEL_SpEngNoW_TTL_EST12,T_5_17y_SpOIEL_SpEngNoW_TTL_MOE12,T_5_17y_SpOIEL_SpEngNoA_TTL_EST13,T_5_17y_SpOIEL_SpEngNoA_TTL_MOE13,T_5_17y_SpAPIL_TTL_EST14,T_5_17y_SpAPIL_TTL_MOE14,T_5_17y_SpAPIL_SpEngVW_TTL_EST15,T_5_17y_SpAPIL_SpEngVW_TTL_MOE15,T_5_17y_SpAPIL_SpEngW_TTL_EST16,T_5_17y_SpAPIL_SpEngW_TTL_MOE16,T_5_17y_SpAPIL_SpEngNoW_TTL_EST17,T_5_17y_SpAPIL_SpEngNoW_TTL_MOE17,T_5_17y_SpAPIL_SpEngNoA_TTL_EST18,T_5_17y_SpAPIL_SpEngNoA_TTL_MOE18,T_5_17y_SpOthL_TTL_EST19,T_5_17y_SpOthL_TTL_MOE19,T_5_17y_SpOthL_SpEngVW_TTL_EST20,T_5_17y_SpOthL_SpEngVW_TTL_MOE20,T_5_17y_SpOthL_SpEngW_TTL_EST21,T_5_17y_SpOthL_SpEngW_TTL_MOE21,T_5_17y_SpOthL_SpEngNoW_TTL_EST22,T_5_17y_SpOthL_SpEngNoW_TTL_MOE22,T_5_17y_SpOthL_SpEngNoA_TTL_EST23,T_5_17y_SpOthL_SpEngNoA_TTL_MOE23,T_18_64y_TTL_EST24,T_18_64y_TTL_MOE24,T_18_64y_SpOEng_TTL_EST25,T_18_64y_SpOEng_TTL_MOE25,T_18_64y_SpSpan_TTL_EST26,T_18_64y_SpSpan_TTL_MOE26,T_18_64y_SpSpan_SpEngVW_TTL_EST27,T_18_64y_SpSpan_SpEngVW_TTL_MOE27,T_18_64y_SpSpan_SpEngW_TTL_EST28,T_18_64y_SpSpan_SpEngW_TTL_MOE28,T_18_64y_SpSpan_SpEngNoW_TTL_EST29,T_18_64y_SpSpan_SpEngNoW_TTL_MOE29,T_18_64y_SpSpan_SpEngNoA_TTL_EST30,T_18_64y_SpSpan_SpEngNoA_TTL_MOE30,T_18_64y_SpOIEL_SpEngNoW_TTL_EST31,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE31,T_18_64y_SpOIEL_SpEngVW_TTL_EST32,T_18_64y_SpOIEL_SpEngVW_TTL_MOE32,T_18_64y_SpOIEL_SpEngW_TTL_EST33,T_18_64y_SpOIEL_SpEngW_TTL_MOE33,T_18_64y_SpOIEL_SpEngNoW_TTL_EST34,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE34,T_18_64y_SpOIEL_SpEngNoA_TTL_EST35,T_18_64y_SpOIEL_SpEngNoA_TTL_MOE35,T_18_64y_SpAPIL_TTL_EST36,T_18_64y_SpAPIL_TTL_MOE36,T_18_64y_SpAPIL_SpEngVW_TTL_EST37,T_18_64y_SpAPIL_SpEngVW_TTL_MOE37,T_18_64y_SpAPIL_SpEngW_TTL_EST38,T_18_64y_SpAPIL_SpEngW_TTL_MOE38,T_18_64y_SpAPIL_SpEngNoW_TTL_EST39,T_18_64y_SpAPIL_SpEngNoW_TTL_MOE39,T_18_64y_SpAPIL_SpEngNoA_TTL_EST40,T_18_64y_SpAPIL_SpEngNoA_TTL_MOE40,T_18_64y_SpOthL_TTL_EST41,T_18_64y_SpOthL_TTL_MOE41,T_18_64y_SpOthL_SpEngVW_TTL_EST42,T_18_64y_SpOthL_SpEngVW_TTL_MOE42,T_18_64y_SpOthL_SpEngW_TTL_EST43,T_18_64y_SpOthL_SpEngW_TTL_MOE43,T_18_64y_SpOthL_SpEngNoW_TTL_EST44,T_18_64y_SpOthL_SpEngNoW_TTL_MOE44,T_18_64y_SpOthL_SpEngNoA_TTL_EST45,T_18_64y_SpOthL_SpEngNoA_TTL_MOE45,T_65y_TTL_EST46,T_65y_TTL_MOE46,T_65y_SpOEng_TTL_EST47,T_65y_SpOEng_TTL_MOE47,T_65y_SpSpan_TTL_EST48,T_65y_SpSpan_TTL_MOE48,T_65y_SpSpan_SpEngVW_TTL_EST49,T_65y_SpSpan_SpEngVW_TTL_MOE49,T_65y_SpSpan_SpEngW_TTL_EST50,T_65y_SpSpan_SpEngW_TTL_MOE50,T_65y_SpSpan_SpEngNoW_TTL_EST51,T_65y_SpSpan_SpEngNoW_TTL_MOE51,T_65y_SpSpan_SpEngNoA_TTL_EST52,T_65y_SpSpan_SpEngNoA_TTL_MOE52,T_65y_SpOIEL_TTL_EST53,T_65y_SpOIEL_TTL_MOE53,T_65y_SpOIEL_SpEngVW_TTL_EST54,T_65y_SpOIEL_SpEngVW_TTL_MOE54,T_65y_SpOIEL_SpEngW_TTL_EST55,T_65y_SpOIEL_SpEngW_TTL_MOE55,T_65y_SpOIEL_SpEngNoW_TTL_EST56,T_65y_SpOIEL_SpEngNoW_TTL_MOE56,T_65y_SpOIEL_SpEngNoA_TTL_EST57,T_65y_SpOIEL_SpEngNoA_TTL_MOE57,T_65y_SpAPIL_TTL_EST58,T_65y_SpAPIL_TTL_MOE58,T_65y_SpAPIL_SpEngVW_TTL_EST59,T_65y_SpAPIL_SpEngVW_TTL_MOE59,T_65y_SpAPIL_SpEngW_TTL_EST60,T_65y_SpAPIL_SpEngW_TTL_MOE60,T_65y_SpAPIL_SpEngNoW_TTL_EST61,T_65y_SpAPIL_SpEngNoW_TTL_MOE61,T_65y_SpAPIL_SpEngNoA_TTL_EST62,T_65y_SpAPIL_SpEngNoA_TTL_MOE62,T_65y_SpOthL_TTL_EST63,T_65y_SpOthL_TTL_MOE63,T_65y_SpOthL_SpEngVW_TTL_EST64,T_65y_SpOthL_SpEngVW_TTL_MOE64,T_65y_SpOthL_SpEngW_TTL_EST65,T_65y_SpOthL_SpEngW_TTL_MOE65,T_65y_SpOthL_SpEngNoW_TTL_EST66,T_65y_SpOthL_SpEngNoW_TTL_MOE66,T_65y_SpOthL_SpEngNoA_TTL_EST67,T_65y_SpOthL_SpEngNoA_TTL_MOE67,GEOID,ANSICODE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
"Allegan County, Michigan",Allegan County, Michigan,10192,±874,1908,±368,1887,±363,21,±25,21,±25,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,5378,±618,5263,±613,27,±24,27,±24,0,±26,0,±26,0,±26,84,±75,84,±75,0,±26,0,±26,0,±26,4,±7,4,±7,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,2906,±290,2898,±291,0,±26,0,±26,0,±26,0,±26,0,±26,8,±12,8,±12,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,26005,1622945,2137395690,2610802938,825.253,1008.037,42.421251,-86.261403
"Allegany County, Maryland",Allegany County, Maryland,7418,±667,921,±280,890,±272,20,±25,10,±18,10,±16,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,11,±15,11,±15,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3996,±490,3961,±485,22,±21,22,±21,0,±31,0,±31,0,±31,11,±15,11,±15,0,±31,0,±31,0,±31,2,±4,0,±31,0,±31,2,±4,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2501,±272,2483,±271,7,±13,7,±13,0,±31,0,±31,0,±31,11,±17,11,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,24001,1713506,1093489886,14710932,422.199,5.68,39.612313,-78.703104
"Allegany County, New York",Allegany County, New York,7093,±547,1061,±204,1057,±204,4,±8,4,±8,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,3832,±372,3822,±371,6,±7,6,±7,0,±27,0,±27,0,±27,4,±7,4,±7,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,2200,±206,2173,±208,20,±18,9,±13,11,±13,0,±27,0,±27,7,±7,3,±4,4,±6,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,36003,974100,2666225086,12989848,1029.435,5.015,42.247853,-78.026153
"Allegheny County, Pennsylvania",Allegheny County, Pennsylvania,93104,"±2,703",10915,"±1,062",10783,"±1,048",71,±61,37,±32,18,±26,16,±26,0,±27,46,±39,46,±39,0,±27,0,±27,0,±27,15,±20,14,±19,1,±3,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,58110,"±1,994",57386,"±1,993",355,±156,251,±135,18,±19,86,±68,0,±27,282,±99,263,±98,16,±25,3,±5,0,±27,70,±35,70,±35,0,±27,0,±27,0,±27,17,±20,17,±20,0,±27,0,±27,0,±27,24079,"±1,076",23923,"±1,081",64,±41,56,±38,0,±27,8,±14,0,±27,84,±60,78,±59,0,±27,6,±9,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,8,±12,8,±12,0,±27,0,±27,0,±27,42003,1213657,1890570512,37045297,729.953,14.303,40.469757,-79.980451
"Allen County, Indiana",Allen County, Indiana,29499,"±1,529",3515,±542,3481,±546,4,±7,0,±29,4,±7,0,±29,0,±29,10,±16,10,±16,0,±29,0,±29,0,±29,20,±32,20,±32,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18543,"±1,273",18057,"±1,224",97,±54,97,±54,0,±29,0,±29,0,±29,321,±238,306,±240,15,±26,0,±29,0,±29,34,±31,34,±31,0,±29,0,±29,0,±29,34,±46,34,±46,0,±29,0,±29,0,±29,7441,±442,7250,±439,98,±84,90,±81,0,±29,8,±13,0,±29,84,±69,84,±69,0,±29,0,±29,0,±29,9,±15,9,±15,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18003,450402,1702099441,7354509,657.184,2.84,41.091909,-85.071791
"Allen County, Ohio",Allen County, Ohio,10024,"±1,031",1904,±420,1892,±424,0,±29,0,±29,0,±29,0,±29,0,±29,12,±24,12,±24,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,5805,±678,5775,±681,18,±28,18,±28,0,±29,0,±29,0,±29,12,±16,12,±16,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,2315,±353,2306,±355,9,±12,9,±12,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39003,1074015,1042587388,11152061,402.545,4.306,40.771627,-84.106103
"Anchorage Municipality, Alaska",Anchorage Municipality, Alaska,23790,"±1,731",3968,±747,3718,±704,35,±39,20,±29,15,±26,0,±23,0,±23,57,±41,40,±41,17,±27,0,±23,0,±23,158,±187,119,±175,39,±58,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,15094,"±1,228",14833,"±1,202",163,±173,125,±136,38,±47,0,±23,0,±23,98,±72,87,±69,11,±18,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,4728,±438,4631,±429,3,±5,3,±5,0,±23,0,±23,0,±23,38,±41,38,±41,0,±23,0,±23,0,±23,56,±59,23,±30,33,±51,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,2020,1416061,4420814008,621079537,1706.886,239.8,61.17425,-149.284329
"Anderson County, South Carolina",Anderson County, South Carolina,22413,"±2,259",3178,±670,3158,±662,20,±37,20,±37,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,13492,"±1,746",13461,"±1,755",16,±18,16,±18,0,±32,0,±32,0,±32,15,±24,15,±24,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,5743,±553,5716,±556,0,±32,0,±32,0,±32,0,±32,0,±32,22,±33,22,±33,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,5,±8,0,±32,5,±8,0,±32,0,±32,45007,1247981,1848876935,108544449,713.855,41.909,34.521235,-82.638603
"Anderson County, Tennessee",Anderson County, Tennessee,9461,"±1,009",1305,±416,1305,±416,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5118,±640,5096,±638,12,±20,12,±20,0,±31,0,±31,0,±31,10,±17,10,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3038,±381,3025,±383,8,±12,8,±12,0,±31,0,±31,0,±31,5,±7,5,±7,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47001,1639722,873359909,19657734,337.206,7.59,36.116731,-84.195418
"Androscoggin County, Maine",Androscoggin County, Maine,18196,"±1,338",2646,±476,2566,±476,0,±26,0,±26,0,±26,0,±26,0,±26,20,±25,20,±25,0,±26,0,±26,0,±26,60,±90,60,±90,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,11096,±994,11016,±994,15,±17,3,±5,9,±14,3,±8,0,±26,65,±40,58,±37,7,±11,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,4454,±454,4358,±456,9,±16,9,±16,0,±26,0,±26,0,±26,87,±62,82,±62,5,±7,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,23001,581286,1211995417,75541706,467.954,29.167,44.167681,-70.207435
"Anne Arundel County, Maryland",Anne Arundel County, Maryland,58735,"±2,550",8567,"±1,146",8492,"±1,138",19,±30,19,±30,0,±31,0,±31,0,±31,37,±38,37,±38,0,±31,0,±31,0,±31,19,±25,19,±25,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,36259,"±1,848",35703,"±1,806",296,±227,265,±223,5,±12,26,±45,0,±31,168,±92,168,±92,0,±31,0,±31,0,±31,85,±69,85,±69,0,±31,0,±31,0,±31,7,±12,7,±12,0,±31,0,±31,0,±31,13909,±839,13747,±844,75,±42,75,±42,0,±31,0,±31,0,±31,71,±47,55,±39,16,±25,0,±31,0,±31,16,±25,16,±25,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,24003,1710958,1074343715,448054686,414.806,172.995,38.991617,-76.560894
"Anoka County, Minnesota",Anoka County, Minnesota,18339,"±1,349",2259,±513,2182,±506,77,±73,68,±69,9,±13,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,11227,±955,11099,±946,47,±33,47,±33,0,±22,0,±22,0,±22,55,±52,11,±18,44,±49,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,26,±28,10,±15,16,±22,0,±22,0,±22,4853,±430,4825,±432,17,±19,17,±19,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,11,±17,11,±17,0,±22,0,±22,0,±22,27003,659447,1092881709,62440665,421.964,24.108,45.27411,-93.242723
"Arapahoe County, Colorado",Arapahoe County, Colorado,60347,"±1,594",7724,±678,7518,±673,110,±84,110,±84,0,±30,0,±30,0,±30,29,±29,29,±29,0,±30,0,±30,0,±30,67,±63,67,±63,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,37492,"±1,231",36698,"±1,237",508,±148,467,±147,33,±41,8,±14,0,±30,231,±94,225,±96,6,±11,0,±30,0,±30,28,±30,28,±30,0,±30,0,±30,0,±30,27,±30,27,±30,0,±30,0,±30,0,±30,15131,±719,15022,±727,40,±26,30,±22,0,±30,10,±16,0,±30,69,±41,51,±38,9,±13,9,±13,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,8005,198118,2066509954,19798771,797.884,7.644,39.644554,-104.331706
"Arlington County, Virginia",Arlington County, Virginia,23181,"±1,342",2773,±557,2648,±548,119,±101,53,±55,0,±31,66,±81,0,±31,6,±9,6,±9,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,15864,±913,15225,±886,340,±134,288,±123,45,±45,7,±9,0,±31,213,±110,199,±107,14,±27,0,±31,0,±31,70,±54,70,±54,0,±31,0,±31,0,±31,16,±20,16,±20,0,±31,0,±31,0,±31,4544,±464,4442,±461,50,±37,41,±34,0,±31,9,±15,0,±31,52,±41,31,±25,21,±33,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,51013,1480097,67332992,273562,25.997,0.106,38.878337,-77.100703
"Aroostook County, Maine",Aroostook County, Maine,11103,±798,1615,±281,1571,±271,0,±26,0,±26,0,±26,0,±26,0,±26,44,±52,44,±52,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,6134,±537,5888,±525,23,±25,23,±25,0,±26,0,±26,0,±26,199,±91,174,±89,16,±18,9,±14,0,±26,24,±27,24,±27,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,3354,±348,3240,±335,0,±26,0,±26,0,±26,0,±26,0,±26,109,±81,100,±80,9,±16,0,±26,0,±26,5,±7,5,±7,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,23003,581287,17278035038,404869424,6671.087,156.321,46.709193,-68.612409
"Ascension Parish, Louisiana",Ascension Parish, Louisiana,7783,"±1,270",1403,±513,1403,±513,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,5060,±884,5028,±881,0,±32,0,±32,0,±32,0,±32,0,±32,32,±54,32,±54,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,1320,±308,1282,±306,0,±32,0,±32,0,±32,0,±32,0,±32,38,±45,23,±41,0,±32,15,±22,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,22005,558403,751018420,32968280,289.97,12.729,30.206444,-90.912502
"Ashtabula County, Ohio",Ashtabula County, Ohio,10788,"±1,080",1195,±384,993,±247,0,±29,0,±29,0,±29,0,±29,0,±29,202,±306,202,±306,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,6123,±772,5968,±747,69,±88,69,±88,0,±29,0,±29,0,±29,80,±102,80,±102,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,6,±10,6,±10,0,±29,0,±29,0,±29,3470,±362,3440,±360,17,±21,17,±21,0,±29,0,±29,0,±29,13,±17,6,±11,7,±12,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39007,1074017,1819712681,1724513202,702.595,665.838,41.906637,-80.745592
"Athens County, Ohio",Athens County, Ohio,7598,±830,1122,±328,1113,±327,0,±29,0,±29,0,±29,0,±29,0,±29,9,±15,9,±15,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,4670,±550,4600,±542,12,±16,12,±16,0,±29,0,±29,0,±29,58,±59,54,±61,4,±8,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,1806,±325,1756,±318,24,±33,24,±33,0,±29,0,±29,0,±29,26,±35,26,±35,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39009,1074018,1304431982,12361693,503.644,4.773,39.332755,-82.045885
"Atlantic County, New Jersey",Atlantic County, New Jersey,17489,"±1,177",2273,±532,2263,±532,9,±93,9,±93,0,±31,0,±31,0,±31,1,±4,0,±31,0,±31,1,±4,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,9482,±914,9307,±906,86,±62,80,±61,6,±9,0,±31,0,±31,89,±70,75,±66,0,±31,14,±25,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5734,±563,5722,±562,0,±31,0,±31,0,±31,0,±31,0,±31,12,±20,0,±31,12,±20,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,34001,882270,1438939253,301106094,555.578,116.258,39.469355,-74.633759
"Augusta County, Virginia",Augusta County, Virginia,9436,"±1,204",1517,±450,1517,±450,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5137,±755,5083,±761,54,±54,54,±54,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2782,±407,2782,±407,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,51015,1480098,2504708862,9537137,967.074,3.682,38.17259,-79.140975
"Baldwin County, Alabama",Baldwin County, Alabama,24817,"±1,817",3503,±776,3475,±777,0,±30,0,±30,0,±30,0,±30,0,±30,28,±41,28,±41,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,13372,"±1,206",13240,"±1,215",48,±93,0,±30,0,±30,48,±93,0,±30,84,±65,84,±65,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,7942,±866,7919,±865,4,±11,4,±11,0,±30,0,±30,0,±30,19,±28,19,±28,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1003,161527,4117724893,1132887353,1589.863,437.41,30.659218,-87.746067
"Baltimore city, Maryland",Baltimore city, Maryland,18930,"±1,117",1414,±268,1359,±260,33,±54,33,±54,0,±31,0,±31,0,±31,11,±17,0,±31,11,±17,0,±31,0,±31,11,±17,11,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,13640,±930,13358,±950,156,±89,147,±88,0,±31,9,±13,0,±31,110,±58,110,±58,0,±31,0,±31,0,±31,16,±18,16,±18,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3876,±451,3820,±449,21,±23,21,±23,0,±31,0,±31,0,±31,35,±41,35,±41,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,24510,1702381,209649330,28758743,80.946,11.104,39.300032,-76.610476
"Baltimore County, Maryland",Baltimore County, Maryland,56175,"±2,004",6738,±652,6533,±649,84,±81,24,±28,20,±34,40,±63,0,±31,47,±71,47,±71,0,±31,0,±31,0,±31,74,±84,74,±84,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,32614,"±1,439",32142,"±1,419",218,±160,151,±134,12,±23,55,±74,0,±31,182,±86,151,±76,20,±36,11,±19,0,±31,66,±52,66,±52,0,±31,0,±31,0,±31,6,±9,6,±9,0,±31,0,±31,0,±31,16823,"±1,013",16720,"±1,022",9,±11,5,±8,4,±6,0,±31,0,±31,69,±45,62,±44,0,±31,7,±11,0,±31,9,±15,9,±15,0,±31,0,±31,0,±31,16,±24,16,±24,0,±31,0,±31,0,±31,24005,1695314,1549740652,215957832,598.358,83.382,39.443167,-76.616569
"Bannock County, Idaho",Bannock County, Idaho,16630,"±1,312",3488,±553,3488,±553,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,9222,±876,9048,±861,79,±52,69,±51,0,±30,10,±15,0,±30,46,±46,26,±32,20,±34,0,±30,0,±30,49,±45,35,±37,14,±23,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,3920,±433,3853,±433,25,±39,25,±39,0,±30,0,±30,0,±30,39,±52,2,±4,0,±30,37,±52,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,3,±6,3,±6,0,±30,0,±30,0,±30,16005,395091,2881336421,92076089,1112.49,35.551,42.692921,-112.228982
"Barnstable County, Massachusetts",Barnstable County, Massachusetts,36396,"±1,889",3137,±524,3095,±533,0,±31,0,±31,0,±31,0,±31,0,±31,22,±38,22,±38,0,±31,0,±31,0,±31,20,±31,20,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,18077,"±1,373",17974,"±1,363",31,±38,31,±38,0,±31,0,±31,0,±31,72,±47,72,±47,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,15182,±788,15045,±780,50,±43,50,±43,0,±31,0,±31,0,±31,87,±47,77,±44,0,±31,10,±15,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,25001,606927,1020973580,2360362409,394.2,911.341,41.706123,-70.164823
